ISIN,NAME,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022
JP3902400005,MITSUBISHI ELECTRIC,13845.25,13217.87,8306.35,4957.72,8915.78,10519.12,15190.31,19569.96,22449.36,13075.07,15799.25,22556.12,20595.7,18153.06,26966.43,25896.44,22891.94,29998.4,35672.33,23807.77,29607.38,32381.17,27195.47,21375.19
JP3903000002,MITSUBISHI MATERIALS,2729.02,2670.99,1526.01,1242.33,1746.0,2379.44,5793.77,4428.89,5357.38,3146.24,3118.56,4198.97,3571.78,4440.52,4854.0,4408.76,4197.34,4047.21,4680.63,3469.55,3601.97,2763.64,2255.15,2076.81
JP3906000009,MINEBEA MITSUMI,6834.87,3698.07,2150.25,1389.2,2026.19,1741.27,2127.22,2787.19,2561.9,1343.03,2152.45,2519.87,1670.55,1403.42,2920.51,6006.08,3480.83,3750.91,8958.64,6189.29,8948.36,8471.7,12109.04,6379.75
JP3914400001,MURATA MANUFACTURING,56346.79,28826.7,14658.92,9797.69,12612.66,13191.17,14352.15,15199.71,12905.06,8697.45,11130.69,15859.12,11535.45,13026.28,20017.71,24894.63,32901.44,30225.67,30236.14,30706.2,41951.16,61006.23,53740.0,33743.33
JP3919800007,MEIDENSHA,256.59,325.5,334.5,171.94,519.3,540.71,856.32,752.71,623.52,708.15,1017.21,1077.77,766.29,766.12,849.0,727.18,927.24,784.59,941.67,573.89,1014.65,1023.92,1083.28,645.59
JP3931600005,YAKULT HONSHA,1529.57,2048.69,1315.36,2004.13,2749.36,3131.25,3651.44,5048.98,4070.42,3704.49,5309.7,5073.1,5544.34,7680.11,8887.13,9360.74,8715.44,8174.49,13273.28,12035.44,9490.71,8614.8,8912.09,11096.64
JP3933800009,LY,24872.77,6825.91,3658.74,5886.57,25332.0,36245.76,45819.76,24053.27,27075.62,23873.26,17379.07,22584.03,18745.52,18751.57,32014.9,20662.22,23388.0,21925.19,26144.75,12865.55,20456.87,29173.63,44373.54,19207.09
JP3935600001,YAMAZAKI BAKING,2386.73,1533.49,1208.48,1234.41,1827.3,2050.84,1791.68,2133.41,2157.18,3351.02,2605.2,2658.98,2894.54,2450.84,2261.41,2733.9,5008.3,4264.57,4296.15,4629.92,3950.6,3678.32,2922.95,2627.8
JP3939000000,YAMADA HOLDINGS,2342.48,2008.89,1945.77,1758.73,2798.74,3569.45,11304.61,8019.07,11017.0,6575.4,6498.98,6601.76,6582.28,3716.63,3163.24,3272.82,4201.95,5220.46,5327.92,4642.39,5140.38,5130.27,3298.97,3421.66
JP3940000007,YAMATO HDG.,17211.03,8383.04,8696.31,6132.01,5528.39,6964.06,7780.22,7022.71,6594.68,5852.02,6475.66,6671.21,7890.1,7080.47,9331.81,8698.94,9104.42,8381.26,8279.74,11337.47,7066.68,9902.1,9120.91,6007.76
JP3940400009,YAMATO KOGYO,418.73,272.55,281.85,330.66,607.54,953.92,1237.31,1846.59,2987.74,1889.3,2342.11,2120.07,2011.81,2023.17,2229.77,1977.98,1743.86,1900.11,1967.33,1586.97,1707.4,1805.71,2188.97,2219.3
JP3942400007,ASTELLAS PHARMA,12467.84,15621.55,9534.42,10470.9,11223.75,14078.1,22368.59,25604.98,22623.27,20180.8,17689.83,17857.71,19037.27,20972.21,27086.15,31787.75,31980.42,29980.1,26390.57,25290.24,32501.48,28744.12,30241.6,27917.98
JP3942600002,YAMAHA,1339.76,2025.44,1528.52,1909.12,4056.46,3152.18,3431.28,4367.77,4723.36,1786.5,2364.64,2451.55,1810.01,2071.45,3132.28,2953.19,4835.65,6037.64,7284.34,8170.96,10716.85,11261.94,9222.27,6984.09
JP3942800008,YAMAHA MOTOR,1598.05,1616.39,1404.93,1908.94,2957.04,4229.36,7455.32,8984.53,6936.11,2945.67,3588.46,5705.31,4427.66,3838.78,5248.47,7125.62,7981.38,7722.2,11477.42,6885.69,7095.27,7135.05,8390.86,7989.34
JP3944130008,USS,1915.01,594.81,853.96,1245.78,2161.9,2608.63,2066.8,2119.96,2034.08,1709.64,1987.85,2564.55,2833.66,3256.95,4303.63,4862.24,4765.35,5000.82,6634.83,5279.12,5955.13,6329.02,4885.56,4080.6
JP3951200009,UNITIKA,330.16,333.43,257.85,196.53,466.33,515.59,975.89,603.17,532.57,346.54,357.89,434.27,312.77,313.93,351.66,298.65,273.65,415.93,424.49,245.3,200.88,220.39,150.46,107.67
JP3951600000,UNI CHARM,4078.02,3599.19,1462.32,2737.87,3392.11,3305.35,3097.53,4092.98,4365.57,5144.13,6453.93,8241.56,10207.37,10758.31,11813.6,15078.77,12783.62,13613.26,16144.99,20138.96,21137.21,29416.64,26951.06,23846.2
JP3955000009,YOKOGAWA ELECTRIC,1746.31,2076.05,1958.95,1577.27,3668.4,3395.49,4324.96,4254.07,2952.79,1724.65,2343.01,2139.59,2426.49,2923.45,4127.57,2986.58,3271.41,3899.18,5145.95,4654.37,4768.13,5344.13,4838.06,4285.53
JP3973400009,RICOH,13019.3,12798.76,13003.59,11935.36,14700.83,14371.91,13032.63,15191.43,13769.34,9236.41,10514.14,10929.6,6496.43,7813.97,7923.61,7635.82,7746.66,6310.05,6923.41,7312.3,8170.55,4884.55,6928.06,4651.85
JP3977400005,RINNAI,1035.57,923.28,898.15,1271.63,1324.8,1497.17,1283.87,1619.83,1771.38,2093.3,2609.05,3315.62,3882.67,3668.15,4068.82,3540.76,4679.27,4221.73,4673.66,3406.12,4060.92,5989.3,4508.87,3726.6
JP3982800009,ROHM,49278.71,22548.72,15658.12,15182.83,13923.15,12127.08,12772.91,11844.73,10325.92,5674.68,7554.96,7577.2,5239.63,3651.26,5524.08,6961.29,5825.78,6416.39,12319.36,7135.28,8887.05,9966.3,9364.86,7439.39
JP3992400006,WACOAL HDG.,1353.63,1265.54,1187.83,1149.76,1208.01,1727.3,1949.83,1954.38,1886.01,1833.15,1555.53,2061.26,1904.5,1485.77,1461.0,1461.35,1728.24,1675.52,2265.54,1831.73,1853.66,1318.83,1216.04,1159.53
KR7000100008,YUHAN,172.3,172.4,315.43,305.22,417.75,661.41,1535.07,1736.66,2080.79,1765.47,1624.33,1704.97,1234.33,1802.2,1976.14,1719.83,2591.84,1842.14,2386.46,2341.74,2734.51,4837.49,3825.6,3466.77
KR7000120006,CJ LOGISTICS,242.32,48.95,35.14,70.52,169.86,270.66,869.74,1610.0,1725.29,2835.92,1110.75,1893.49,1485.18,2141.5,2161.59,4067.89,3715.96,3380.86,2983.26,3414.28,3057.56,3475.51,2417.96,1690.4
KR7000150003,DOOSAN FUEL CELL,428.02,235.07,314.09,156.67,219.03,254.63,797.01,1460.43,4700.54,1894.89,2037.97,3398.15,3114.37,2513.4,2760.27,2002.94,1605.45,1849.18,2026.41,1822.5,1004.47,797.06,1640.22,1085.91
KR7000210005,DL,585.13,199.88,413.49,474.58,1392.36,1808.58,2478.7,2843.87,6654.77,1229.49,2486.41,3602.96,2712.71,2828.01,3102.93,2083.28,1991.45,2509.59,2678.55,3196.81,2723.33,2658.93,1073.57,981.09
KR7000240002,HANKOOK & COMPANY,408.81,199.73,280.3,277.12,1134.46,1479.85,2117.23,2585.59,2910.31,1848.68,3332.69,4257.67,5977.94,523.68,1943.52,2069.18,1388.3,1598.08,1642.22,1383.88,1158.28,1254.48,1253.82,1047.33
KR7000270009,KIA CORPORATION,2817.03,2523.43,2627.96,2743.25,3290.86,3656.11,9120.01,5021.77,3746.62,1805.69,6675.46,17726.04,23380.57,21393.18,21548.17,19288.06,18184.37,13173.12,12684.74,12242.99,15528.2,23285.15,28030.16,19009.9
KR7000660001,SK HYNIX,10508.31,1560.46,1863.14,1237.04,2085.47,5006.46,15636.69,17990.68,12731.12,2443.04,11722.12,12482.71,11283.12,16696.08,24764.65,31626.34,19091.76,26942.93,52021.99,39473.13,59237.32,79414.75,80225.69,43179.23
KR7000700005,EUSU HOLDINGS,304.04,195.94,199.26,371.68,1330.15,1662.61,1631.72,2035.75,3385.07,1269.87,168.04,713.83,291.56,232.33,217.84,197.6,172.79,123.33,154.47,150.54,149.97,137.6,138.01,131.8
KR7000720003,HYUNDAI ENGR.& CON.,1160.77,300.56,1204.64,660.34,485.82,1638.21,4883.34,6780.86,10445.12,5031.54,6779.98,7094.04,6805.07,7281.04,6404.79,4265.18,2711.36,3946.04,3775.83,5449.03,4073.11,3838.97,4163.84,3073.4
KR7000810002,SAMSUNG FIRE & MAR.IN.,1491.01,1078.37,2114.87,2710.17,2809.84,3847.85,6188.83,8487.4,12804.69,7089.96,8116.34,9392.31,8677.15,9646.88,11626.55,12176.12,12423.99,10531.65,11815.49,11421.24,9975.15,8177.1,8050.23,7493.05
KR7000880005,HANWHA,492.82,165.13,156.75,119.31,373.88,995.63,2521.24,2821.02,5669.65,1145.61,3076.94,3084.47,2157.01,2394.59,2784.27,2131.15,2518.76,2175.28,2905.78,2106.08,1620.45,1952.81,1979.99,1520.52
KR7001040005,CJ,2034.85,527.58,824.97,865.14,1167.68,1641.07,2486.68,3655.22,1692.61,874.69,1530.12,2014.26,1937.84,3211.63,3205.78,4127.89,6235.29,4517.38,4946.64,3177.1,2437.2,2473.72,2046.99,1940.52
KR7001120005,LX INTERNATIONAL,276.13,167.72,203.46,269.47,456.57,528.79,1570.76,956.5,919.26,449.28,1006.88,1320.0,1586.4,1750.5,1055.9,1012.06,1117.3,938.67,982.98,533.22,504.42,881.31,862.42,1040.65
KR7001230002,DONGKUK HOLDINGS,303.79,143.43,204.57,288.78,609.67,1238.47,1140.4,1562.23,3140.58,1320.37,1433.48,1912.09,1100.17,791.16,770.35,473.56,467.62,872.8,980.58,618.37,491.01,713.35,1276.45,841.5
KR7001440007,TAIHAN ELECTRIC WIRE,209.04,87.91,146.17,161.61,196.06,312.6,1121.29,1189.16,2568.17,689.42,756.37,805.0,392.14,367.78,237.6,178.54,1638.75,1315.41,900.03,779.1,456.21,1080.15,1282.46,1471.32
KR7001740000,SK NETWORKS,647.22,585.09,619.59,908.4,4391.39,4206.59,3635.95,9779.7,5746.14,1620.56,2191.08,2919.47,2175.95,1958.93,1777.89,2018.65,1162.04,1421.97,1541.68,1156.64,1274.79,1109.22,1048.08,759.58
KR7001800002,ORION HOLDINGS,157.82,71.31,136.4,262.39,398.48,618.95,1637.36,1734.27,1586.51,862.77,1477.8,2028.49,3510.57,6125.31,5369.41,5517.53,5942.7,3258.42,1559.44,960.04,964.23,761.23,840.54,760.46
KR7002380004,KCC,278.07,386.87,933.61,1109.82,966.8,1326.18,2185.49,3274.77,5922.8,2401.25,3356.17,3656.83,2607.17,2918.47,4670.13,4976.93,3758.77,3142.13,3756.97,2923.43,2131.48,1615.65,2354.77,1437.15
KR7002790004,AMOREPACIFIC GROUP,150.09,180.1,854.31,738.25,1337.76,2131.0,2942.81,1458.56,1325.53,665.17,1082.64,1546.76,1766.2,3484.32,3515.69,7244.81,10071.25,9080.09,10860.4,5372.56,5896.74,4167.31,3076.35,2275.83
KR7002990000,KUMHOE&C,120.85,54.59,67.42,55.49,89.84,527.8,821.82,1089.83,2940.05,497.98,347.82,1605.61,701.29,247.64,356.22,680.16,439.33,281.24,318.46,381.09,358.34,301.21,351.64,204.57
KR7003470002,YUANTA SECURITIES KOREA,256.6,70.15,254.71,136.03,109.75,260.02,960.48,1261.43,2204.28,562.88,1210.62,1090.24,471.69,476.15,298.56,660.5,625.51,518.03,719.6,561.69,494.48,561.32,674.98,378.04
KR7003480001,HANJIN HVIND.& CON.HDG.,314.39,181.47,145.98,156.63,309.59,451.01,1507.51,2112.71,1321.83,277.82,291.63,389.0,181.23,203.56,267.5,218.69,151.36,123.47,111.16,77.54,66.14,114.85,103.46,90.96
KR7003490000,KOREAN AIR LINES,710.56,359.11,440.71,685.21,1106.88,1298.1,2249.71,2743.43,5905.05,2171.35,3393.15,4413.81,2717.68,3045.39,1734.66,2533.0,1720.75,1649.42,2998.92,2809.3,2337.39,4362.05,8587.63,6683.01
KR7003550001,LG,3093.51,875.82,234.54,530.72,1847.05,2817.05,5394.27,5538.52,12885.77,5849.85,10758.18,13273.62,9197.05,10509.04,10464.44,9607.87,10419.2,8572.13,14667.86,10809.94,11011.9,13899.24,10705.07,9715.47
KR7004020004,HYUNDAI STEEL,427.26,384.42,365.59,569.21,1025.75,1191.92,1894.23,3080.97,7165.14,2534.36,6306.41,9359.1,7087.31,6996.8,6976.48,6733.3,5684.72,6297.74,7304.58,5411.74,3629.1,4864.64,4602.55,3229.29
KR7004170007,SHINSEGAE,708.78,499.49,1572.65,1873.21,3617.03,5183.36,8265.52,11762.46,14628.18,7217.47,8697.55,10203.84,2093.81,2009.36,2355.53,1621.23,1931.17,1434.63,2758.91,2258.8,2460.34,2170.6,2103.62,1712.88
KR7004370003,NONGSHIM,280.3,270.36,417.18,461.36,1157.59,1390.9,1598.53,1851.38,1263.9,1180.74,1300.65,1090.68,1227.62,1542.57,1446.67,1397.32,2279.92,1674.51,2011.35,1387.37,1264.97,1679.82,1629.71,1717.28
KR7004990008,LOTTE,169.35,124.13,350.52,571.49,534.89,1088.54,1681.27,1848.83,2565.56,1472.27,1573.4,1888.69,2106.19,2164.15,2575.18,2301.86,2762.67,2100.68,4480.65,5505.51,3926.03,3787.89,2931.93,2839.26
KR7005300009,LOTTE CHILSUNG,76.44,156.46,469.94,584.06,616.68,1147.14,1200.47,1862.15,1386.26,939.87,895.65,1046.54,1573.35,1750.8,1787.78,1671.51,2341.35,1495.54,991.89,1002.51,967.69,896.44,1042.04,1291.49
KR7005380001,HYUNDAI MOTOR,3312.56,2191.28,4486.86,5126.02,9303.96,11721.27,21085.6,15905.39,16818.48,6907.95,22888.78,33675.15,40728.13,44957.48,49363.07,33868.61,27991.25,26627.19,32098.48,22691.93,22263.82,37765.14,37566.03,25515.12
KR7005490008,POSCO HOLDINGS,10646.29,5834.62,8692.69,9031.79,12170.75,15749.55,17422.67,28968.49,53557.39,26303.82,46270.98,37412.95,28759.51,28422.26,26973.49,21853.2,12380.36,18587.99,27079.16,18987.61,17830.14,21830.8,20132.72,18492.65
KR7005830005,DB INSURANCE,178.12,59.89,194.05,137.0,240.95,518.42,1432.32,1884.19,4137.34,815.05,1969.92,2807.3,3281.87,3038.8,3770.28,3542.74,4244.8,3663.69,4708.76,4467.04,3201.9,2851.42,3216.15,3656.18
KR7005880000,KOREA LINE,57.38,24.9,22.08,25.88,139.32,341.96,255.23,532.26,2031.39,603.86,405.75,378.42,367.73,92.93,584.5,519.8,395.81,347.85,521.36,476.14,485.81,683.59,708.84,549.0
KR7005930003,SAMSUNG ELECTRONICS,35184.62,18890.02,32143.49,40435.45,57100.09,64101.93,96028.27,97090.8,87493.61,52742.63,101068.77,123171.25,135280.0,209410.19,191495.33,177833.86,158284.96,209888.97,307265.19,207053.62,288048.47,445136.73,393214.49,261074.44
KR7005940002,NH INVESTMENT & SECS.,2087.12,572.32,1419.01,1402.74,850.66,1007.41,3379.98,2849.76,3730.29,1320.35,1894.72,2755.6,1833.41,2205.5,1810.62,1858.12,2423.97,2248.38,3653.8,3291.26,3090.4,2927.29,3123.38,2060.09
KR7006120000,SK DISCOVERY,199.96,71.87,94.63,89.23,94.63,201.54,495.34,886.33,1670.49,445.97,1195.66,1134.99,1159.75,1162.3,1090.19,1213.62,1504.77,1348.17,1758.96,445.32,430.49,1151.42,743.1,455.43
KR7006260004,LS,588.4,263.45,353.01,312.21,399.97,670.31,1105.35,1329.55,3099.43,1950.58,3207.62,3021.68,2124.3,2836.29,2468.35,1590.74,1108.07,1580.94,2180.65,1416.94,1330.93,2116.43,1465.42,1774.88
KR7006360002,GS ENGR. & CON.,328.65,193.52,547.47,494.5,764.04,1404.08,2673.99,4557.09,8499.54,2348.46,4751.92,5212.79,4077.34,2729.65,1473.92,1501.84,1195.9,1557.79,1888.64,3109.2,2150.58,2789.99,2850.92,1431.43
KR7006400006,SAMSUNG SDI,1933.0,1723.65,2048.52,2684.82,5481.63,4973.04,5250.57,3149.89,3236.61,1989.37,5809.83,6744.03,5279.54,6425.8,6993.36,7257.13,6685.56,6205.77,13135.62,13496.52,14032.96,39753.38,37889.16,32139.03
KR7006800007,MIRAE ASSET SECURITIES,1218.21,622.43,1476.23,724.47,678.08,986.13,3497.92,3832.67,6214.5,1931.87,3224.19,4405.37,2949.38,3661.96,2755.14,2921.77,2638.57,1958.36,5719.9,3899.48,4350.11,5790.32,4622.91,2958.58
KR7009150004,SAMSUNG ELTO.MECHANICS,4969.41,2025.29,2490.73,2739.49,2473.07,1876.0,2841.14,3481.68,3922.0,1974.75,6895.43,8161.09,5037.93,6921.15,5166.66,3717.18,4006.85,3141.61,6977.13,6928.48,8073.6,12239.23,12409.67,7708.6
KR7009540006,HD KOA.SHIPBLDG.& OFFS. ENGR.,2884.88,1111.46,1463.87,1220.69,2391.94,2529.17,5781.67,10296.77,35927.55,12037.62,11323.54,29666.07,16954.85,17179.55,18507.6,7951.6,5690.85,9155.48,5319.58,8150.52,7741.63,7068.85,5632.09,3957.03
KR7009830001,HANWHA SOLUTIONS,827.83,168.99,297.42,298.71,949.33,1008.27,1141.25,1326.38,1974.04,668.25,1626.33,3831.87,2995.64,2404.5,2864.56,1738.51,3756.56,3370.42,4864.76,2952.89,2632.09,7049.17,5712.21,6504.51
KR7010060002,OCI HOLDINGS COMPANY,145.46,58.61,153.73,166.34,238.17,284.88,499.93,1049.6,5352.7,3652.18,4293.97,6723.08,4544.21,3686.87,4316.32,1705.46,1525.48,1554.02,3029.76,2287.04,1290.99,2041.79,2086.51,1523.95
KR7010120004,LS ELECTRIC,469.16,153.71,193.43,153.01,308.43,521.64,825.05,1043.55,1781.95,1171.85,2498.98,2389.64,1731.77,1880.3,1867.63,1632.17,1176.92,987.33,1824.29,1317.44,1416.4,1742.61,1408.2,1338.08
KR7010130003,KOREA ZINC,478.91,169.31,287.32,286.38,497.29,579.66,952.04,2002.65,2630.77,1095.15,3305.76,4597.37,4979.58,7138.54,5685.94,6927.21,7547.67,7421.13,8689.84,7314.28,6934.8,6974.41,8111.52,8859.48
KR7010140002,SAMSUNG HEAVY INDS.,1118.86,804.83,659.99,788.33,1276.88,1440.68,4053.87,5535.97,9915.27,4142.58,4798.02,8381.41,5591.51,8313.51,8324.07,4190.47,2136.36,2986.83,2670.31,4183.81,3960.48,4082.85,4197.35,3556.19
KR7010620003,HYUNDAI MIPO DOCKYARD,122.44,57.59,82.25,56.13,246.75,676.2,1212.84,2559.14,6164.2,2143.62,1769.04,3947.48,1944.44,2372.56,3373.29,1268.25,888.66,1112.77,1470.27,2147.81,1590.5,1764.91,2352.01,2669.13
KR7010950004,S-OIL,1485.79,1223.72,1877.1,1542.49,2645.68,7286.57,7863.04,8292.4,9501.69,5497.09,5220.78,9176.06,9772.8,10936.74,7894.18,4957.47,7623.62,7895.15,12304.12,9857.8,9277.65,7171.8,8116.38,7425.39
KR7011170008,LOTTE CHEMICAL,447.19,159.93,426.9,582.91,1644.47,1488.05,1575.9,2380.93,3590.86,1307.74,2804.39,7551.63,8241.56,7306.0,7534.84,4989.37,7117.87,10471.61,11782.11,8508.95,6639.02,8708.47,6256.79,6038.28
KR7011200003,HMM,674.06,248.52,195.4,160.77,856.42,1493.52,1386.75,2904.71,6113.07,3919.66,3051.21,4866.67,3121.66,3400.83,1828.51,1540.04,786.78,995.48,1462.11,1032.55,971.73,4195.74,11066.38,7560.87
KR7011810009,STX,35.02,21.19,53.3,65.57,163.1,151.12,332.21,514.72,3082.03,520.06,720.51,1254.15,600.97,472.87,150.29,91.64,87.53,65.05,397.94,207.74,136.64,101.69,98.72,124.49
KR7012330007,HYUNDAI MOBIS,400.57,310.98,1135.52,1565.61,4563.01,5411.04,7833.91,7926.07,8149.26,4388.07,14294.68,24402.45,24673.96,26186.86,27071.96,20900.82,20464.14,21277.31,23914.25,16575.83,21097.76,22357.05,20247.2,14949.91
KR7012450003,HANWHA AEROSPACE,815.15,261.57,270.14,410.9,1018.97,598.03,1374.93,2810.91,3467.28,1742.29,4142.81,4845.32,2453.57,2962.76,2738.68,1152.85,1610.82,1911.32,1746.7,1515.77,1562.69,1328.32,2044.37,2946.91
KR7012630000,HDC HOLDINGS,550.16,240.47,457.99,444.91,781.36,1201.54,3415.53,4604.1,7368.89,1942.13,2443.81,2258.4,1099.35,1524.48,1657.19,2654.2,2494.48,2805.53,2714.55,486.15,300.47,319.87,276.43,136.53
KR7012750006,S-1,631.53,303.39,512.05,666.4,749.46,1339.8,1646.49,1771.24,2289.56,1629.11,1582.64,1875.01,1909.85,2481.04,2693.26,2461.48,3231.0,2759.17,3797.96,3422.58,3078.84,2973.33,2362.26,1782.01
KR7015760002,KOREA ELECTRIC POWER,19883.59,11941.79,10574.93,9849.36,11496.56,16619.09,23960.31,29249.94,27176.05,15077.12,18787.37,17072.28,14237.99,18259.15,21138.23,24939.12,27374.67,23413.21,22876.94,19043.72,15432.22,16192.4,11934.72,11067.46
KR7016360000,SAMSUNG SECURITIES,2329.44,1541.85,2406.92,1538.12,1430.38,1620.52,4105.91,3643.59,6483.23,3289.89,3627.37,5188.28,3277.68,3812.56,3190.38,3098.02,2721.56,2006.12,3052.99,2521.02,2980.66,3325.22,3372.93,2221.02
KR7017670001,SK TELECOM,29950.11,17830.58,18190.32,17213.46,13741.6,15657.42,14732.28,19425.36,21598.43,13472.65,11753.26,12344.15,9917.97,11501.96,17597.46,19687.79,14840.03,14975.16,20138.32,19502.54,16617.63,17690.75,10658.62,8203.0
KR7024110009,INDUSTRIAL BANK OF KOREA,1675.26,803.8,1725.83,1463.61,2244.23,2841.38,7034.08,7471.34,7617.82,2702.5,6535.67,9020.64,5924.49,6043.59,6334.27,7087.71,5860.36,5888.16,8604.59,7051.17,5889.1,6011.04,6400.2,6192.74
KR7028050003,SAMSUNG ENGINEERING,245.41,72.73,123.33,122.42,135.96,288.25,1127.76,1860.21,4008.33,1381.44,3709.82,6767.12,6996.52,6183.59,2501.54,1379.25,2171.63,1671.47,2270.23,3091.59,3254.1,2390.68,3775.73,3448.79
KR7030200000,KT,49332.41,16535.47,11872.38,13212.12,10662.42,11419.28,11511.19,13981.36,14500.44,8143.85,8767.44,10640.94,8080.4,8658.39,7806.01,7423.68,6290.91,6355.92,7378.1,6973.58,6096.26,5768.83,6721.36,6979.5
KR7033780008,KT & G,4231.9,2868.65,2820.89,2508.88,3100.09,5245.31,7239.48,8957.52,12213.4,8716.19,7592.8,7826.96,9701.03,10361.92,9691.84,9505.48,12235.77,11480.81,14812.26,12488.95,11135.83,10502.62,9123.95,9934.56
KR7036460004,KOREA GAS,2026.26,1185.23,1020.85,1443.32,1605.36,2396.48,2534.48,3423.78,5350.18,3528.13,3225.51,3302.76,2797.54,5421.45,5825.6,4161.49,2901.14,3703.06,3669.06,3987.71,3021.36,2625.86,3036.33,2642.73
KR7105560007,KB FINANCIAL GROUP,3150.88,2474.39,12044.39,11624.18,12605.39,13160.11,25456.76,27091.16,24795.83,9534.39,19807.37,20425.67,12174.09,13677.43,15467.23,12706.74,10922.81,14816.31,24761.34,17424.42,17132.81,16612.4,19238.2,15683.26
KYG0535Q1331,ASMPT,669.19,537.93,751.11,737.33,1686.15,1387.87,2184.01,2164.87,2873.07,1285.88,3756.2,5006.5,4461.94,4857.35,3353.36,3841.0,3178.76,4325.63,5698.79,3919.02,5672.82,5419.83,4459.86,2943.82
KYG2108Y1052,CHINA RESOURCES LAND,171.33,312.72,294.22,154.15,210.97,255.19,1153.67,3977.68,8899.68,5779.92,11442.94,9840.79,9362.44,15863.74,14452.94,15377.26,20211.11,15590.55,20392.16,26646.07,35509.13,29429.32,30000.73,32662.82
KYG217651051,CK HUTCHISON HOLDINGS,29186.66,29620.51,24059.07,15073.04,18422.27,23093.93,23763.41,28515.54,42833.62,21905.75,29959.91,35724.34,27555.67,35560.3,36562.76,38917.1,52092.07,43735.84,48410.34,37038.77,36771.77,26905.75,24740.2,22990.29
KYG525621408,KINGBOARD HOLDINGS,209.51,219.4,302.76,393.71,998.34,1522.68,2125.49,3271.33,4987.28,1505.21,3355.39,5086.95,2531.01,3032.35,2678.5,1732.51,1638.28,3147.42,5763.83,2891.42,3505.25,4663.43,5397.26,3530.27
KYG8878S1030,TINGYI CYMN.ISLE.HLDG.,395.92,644.86,938.87,1451.21,1310.14,1207.94,2757.03,5461.33,9030.9,6473.27,13833.56,14301.8,16986.41,15550.08,16167.58,12804.56,7995.68,6814.67,10901.3,7505.6,9599.35,9603.87,11570.63,9947.39
LK0092N00003,JOHN KEELLS HOLDINGS,136.85,80.53,116.9,147.03,305.81,315.32,506.7,829.92,743.52,279.26,918.01,1671.87,1261.75,1464.48,1688.88,1884.25,1459.96,1317.15,1342.81,1206.22,1213.94,1065.52,979.49,511.59
LR0008862868,ROYAL CARIBBEAN GROUP,8855.19,4749.7,3113.6,3209.7,6716.41,10509.96,9459.65,8775.24,9480.07,2936.46,5407.84,10115.59,5381.56,7438.22,10429.48,18354.95,22260.5,17604.3,25536.51,20376.32,27991.79,17731.3,21739.87,12613.64
LU0038705702,MILLICOM INTL.CELU.,3042.4,1121.85,593.71,86.98,1659.56,2155.55,2652.65,6206.16,12080.38,4863.66,8014.98,10425.47,11013.86,8708.86,10109.8,7618.21,5871.36,4308.64,6858.22,6476.7,4881.5,3945.44,2894.48,2173.57
LU0061462528,RTL GROUP,3941.92,12643.11,5995.4,4385.45,9080.62,11518.67,12388.36,17216.51,18169.58,7941.88,10271.02,15895.73,15026.17,15348.94,20013.67,14924.19,12955.57,11399.45,12407.1,8225.36,7635.98,7543.17,8217.94,6526.84
LU0075646355,SUBSEA 7,262.72,247.36,618.57,95.82,172.1,1238.89,2235.67,3754.52,4353.36,1085.85,3092.98,4796.31,6543.12,8350.44,6732.18,3391.43,2331.89,4156.88,4922.91,3186.26,3583.02,3077.79,2149.39,3442.8
LU0088087324,SES FDR (LUX),1191.22,4661.81,3385.05,3962.03,5953.14,7617.79,9404.58,9570.64,9357.47,6304.4,7170.84,8217.19,7957.91,9658.8,10913.88,12122.67,9572.4,8463.15,5988.06,7309.28,5380.51,3620.21,3040.26,2492.36
LU1598757687,ARCELORMITTAL,835.78,136.98,94.75,117.99,491.21,7193.67,6742.33,39408.72,112305.68,34237.93,72065.88,59427.95,28631.37,26619.93,29764.99,18314.3,7050.37,22686.64,33272.0,21190.38,17943.16,25475.77,31456.19,23023.39
MA0000010019,STE NATIONALE DE SIDERURGIE,240.38,182.39,169.28,202.15,344.16,372.04,456.48,956.31,1496.43,1200.71,963.59,841.28,873.61,469.76,411.4,400.2,165.19,148.76,292.5,189.01,101.99,131.4,259.18,193.93
MA0000010506,CIMENT DU MAROC,696.63,494.58,497.14,560.5,904.07,1074.88,1112.69,1879.25,2365.26,1784.93,1713.87,2076.01,1600.0,1302.01,1503.37,1497.28,1492.2,1851.38,2610.24,2487.85,2506.67,2722.1,2963.91,1766.97
MA0000012320,LAFARGEHOLCIM MAROC,706.88,593.08,444.17,535.19,1078.95,1358.75,1367.03,2150.86,4161.18,2935.38,3136.41,4438.21,3159.02,2591.53,2814.46,3134.14,2850.4,5665.56,4963.71,4378.24,4534.29,4210.38,5570.35,3024.84
MHY8564W1030,TEEKAY,504.39,1446.43,1364.2,1593.2,2316.05,3493.06,2847.88,3237.65,3872.22,1424.86,1684.33,2400.59,1836.35,2205.57,3395.72,3689.55,717.66,687.73,803.97,335.45,536.17,217.38,318.93,455.82
MU0117U00026,GOLDEN AGRI-RESOURCES,846.12,268.89,117.45,150.04,312.85,617.77,482.57,1710.29,7346.09,1627.16,4409.44,7580.55,6693.59,6831.27,5541.26,4456.39,3076.77,3820.94,3554.17,2307.51,2243.61,1544.44,2332.98,2392.89
